Tweet_id,sentiment
1221882761683836928,Positive
1223396625692930050,Neutral
1144977321121783808,Negative
1223398598324424705,Neutral
1248045082193821697,Negative
1145552823632969733,Neutral
1221809431987544064,Neutral
1254170650530533377,Neutral
1196854198505279493,Negative
1252775841588826113,Neutral
1221788202425561089,Neutral
1248608263278481416,Negative
1221884694150688768,Positive
1221783290182545411,Positive
1182775326235090944,Neutral
1145710129066758147,Neutral
1222829194725543937,Neutral
1080414034959261697,Neutral
1224290383905116160,Positive
1222046583560208384,Neutral
1255079178027839488,Neutral
1252565846066704384,Neutral
1125892506607083520,Positive
1223395794289598465,Positive
1251469222418485251,Neutral
1245301370841960449,Neutral
1183131745220251649,Neutral
1146046684855767040,Neutral
1143552786187112453,Neutral
1245286513283420166,Neutral
1221784947918282755,Positive
1252811972149522432,Neutral
1245208332379570176,Neutral
1132104422287400961,Neutral
1221786729058840576,Neutral
1221885274403241986,Neutral
1221881194863898624,Neutral
1251446621834969088,Neutral
1234031609030094848,Neutral
1223397517167120384,Neutral
1252173089703636993,Neutral
1221576666784456707,Neutral
1183054444998660099,Neutral
1248050792046702596,Neutral
1146138553405120513,Positive
1114040368851509248,Neutral
1222007451156930560,Neutral
1221884490735345664,Positive
1242855771702005760,Neutral
1214483487530651650,Neutral
1221883356482351104,Negative
1221883618995425280,Positive
1158386917286862850,Neutral
1251181319536730113,Neutral
1221849261379391490,Neutral
1221617853566259202,Negative
1146428138550890497,Negative
1223398360373174273,Positive
1153449948744159232,Positive
1223398906219855873,Neutral
1080075192695697408,Positive
1223200175654653953,Neutral
1227576971313500161,Negative
1223396436676632577,Positive
1223396981403504640,Positive
1214454336773865473,Neutral
1253243523291320321,Neutral
1221881341362548737,Neutral
1221046479533617157,Neutral
1080155841381236736,Positive
1221777608125374464,Neutral
1242856186963210241,Negative
1242870367481475073,Neutral
1084543449561530369,Negative
1183056294825082881,Neutral
1223398647867625472,Positive
1250510637140193281,Neutral
1251933513579970560,Neutral
1092474852760567808,Neutral
1183112033035788289,Neutral
1221884340474384384,Positive
1190499751072092160,Negative
1221899804810326018,Neutral
1080214709129936896,Neutral
1147591379054465025,Positive
1157807592225300482,Negative
1080528236008927235,Neutral
1080398086692851712,Neutral
1223398086640373761,Neutral
1248040989429764096,Negative
1223416469234601985,Neutral
1223398810916982784,Positive
1223396733973073920,Negative
1245272706968363008,Positive
1223397809401016323,Neutral
1224744052526080005,Neutral
1221880887786311680,Neutral
1250472312425586688,Neutral
1080400180371951617,Neutral
1080511813576507394,Neutral
1221791476423806977,Neutral
1223399130539667458,Neutral
1229146446999511040,Neutral
1221884284505554944,Neutral
1221784775775703040,Neutral
1080231492620570624,Negative
1254356392691015681,Neutral
1221775099822530561,Positive
1251764970498424832,Neutral
1221781360026714112,Neutral
1221960950477197318,Neutral
1146811131077566465,Negative
1143588016939831297,Neutral
1143536768223985665,Negative
1221785106215555072,Neutral
1223397589657227271,Negative
1115350084768686080,Neutral
1221882956605771776,Positive
1080547577148461058,Neutral
1080509949246099456,Neutral
1221789230139084800,Negative
1221884562088833026,Neutral
1226408462508339201,Neutral
1145573652194320385,Neutral
1251962216703766528,Neutral
1221795422135517185,Neutral
1223398677068292096,Positive
1223396112175960070,Negative
1113426503092641793,Neutral
1255222451946033153,Neutral
1223395626756513792,Positive
1221885999455838209,Neutral
1080389440592404480,Negative
1230406343699369985,Neutral
1146504559109521408,Neutral
1080453917924839425,Neutral
1224807833121759237,Neutral
1254026922557931520,Neutral
1087230814901977089,Neutral
1143565809807187970,Neutral
1240262647276277765,Neutral
1242854001483362306,Negative
1221786041314631680,Neutral
1183128040525697029,Negative
1223397101889105921,Neutral
1250791354306830342,Neutral
1223396657053741059,Positive
1146043123329638401,Negative
1143380876773998592,Negative
1245276312845070336,Neutral
1172076847162695680,Neutral
1143251630919507970,Positive
1143251764227035137,Neutral
1253295445515927552,Neutral
1144997118408609792,Neutral
1182936064547328000,Positive
1223398184485097472,Neutral
1221883454012510209,Positive
1147916531717804034,Neutral
1183094269042663424,Positive
1245162821027016706,Negative
1143313568651239429,Neutral
1242863862191476737,Neutral
1223397856113057792,Neutral
1254201946166177794,Neutral
1221812427316244480,Neutral
1145991338476941313,Positive
1214238166007320577,Neutral
1080169352920481792,Neutral
1245276564822134784,Neutral
1248054999311101952,Negative
1221782283692191745,Positive
1186377034437709824,Positive
1211810403271004160,Neutral
1080130535333220353,Neutral
1221788710859157504,Positive
1253381526739353607,Neutral
1080561361980141579,Negative
1221881478046461959,Positive
1182294357480808448,Neutral
1121293736691032064,Neutral
1223397217056120832,Neutral
1080318787889565696,Positive
1221780521207980038,Positive
1223398242551058432,Positive
1143348148183736320,Negative
1080467101012369410,Negative
1245140249715630082,Neutral
1242889711892512774,Neutral
1221883614046171137,Positive
1145543606763229186,Positive
1223234337048616962,Neutral
1245273992354762757,Neutral
1229617344521084928,Neutral
1221881455263068163,Positive
1187941321681584129,Neutral
1221884923507871751,Positive
1232713763217907712,Neutral
1235627368309456898,Neutral
1232191522310959104,Neutral
1145689616806240256,Neutral
1252629167168008192,Neutral
1226420571879153665,Positive
1137606294049869825,Neutral
1245258075113771008,Neutral
1241380296580313088,Neutral
1221781877373259776,Neutral
1250498336001589248,Neutral
1084540089613594625,Neutral
1247859095190863872,Neutral
1253116766118699011,Neutral
1143183812135923712,Neutral
1080164287178514432,Neutral
1253308735549771777,Neutral
1242854289883701248,Neutral
1250356618094493696,Neutral
1221061770997051392,Neutral
1252152051917701122,Neutral
1221781540905963520,Neutral
1223395630741102596,Neutral
1213746914988048384,Positive
1156095603346223104,Positive
1146645000555585537,Neutral
1221882497736286209,Neutral
1114496930137214977,Neutral
1233456740475318272,Neutral
1145043564688265216,Neutral
1250932707342848002,Neutral
1214491365083627520,Neutral
1254915631000027139,Neutral
1245147326496354304,Positive
1183135173459828737,Positive
1080545562020245504,Negative
1223399008573579265,Positive
1146494994376810498,Negative
1250817466214817794,Positive
1250350880940945408,Neutral
1242895829066821638,Positive
1219471704264712192,Neutral
1252542323193458688,Neutral
1221776312085483521,Neutral
1221881989403500544,Neutral
1183117318236319745,Neutral
1223395809150099463,Neutral
1221883950844477440,Positive
1251121184986595329,Neutral
1245262715989483523,Negative
1112876044728631296,Neutral
1232675925659209734,Neutral
1242843595159343104,Neutral
1224978713684643840,Neutral
1242874012344225799,Neutral
1250828637038919686,Neutral
1143530955707224065,Neutral
1255178960582905858,Neutral
1109714058293456897,Neutral
1255417841639206912,Neutral
1221882561334521857,Neutral
1080131956359204864,Neutral
1212235470127685632,Neutral
1225065009497214977,Neutral
1223397208692789255,Neutral
1221785677580374016,Positive
1223397665305714690,Neutral
1183103963970920448,Positive
1234933427452989445,Positive
1143442491674451968,Neutral
1224586254584614912,Neutral
1221425915701399552,Neutral
1221784760277721089,Neutral
1251296685751447553,Neutral
1145823067656085504,Neutral
1228077274358046724,Neutral
1253768548666740743,Neutral
1251572105663168514,Neutral
1113429285031829505,Neutral
1214497790698635264,Neutral
1221883650259718145,Positive
1242889279778574337,Neutral
1251286735495081985,Positive
1080214616976838656,Positive
1255459009580150786,Neutral
1223396260960448514,Negative
1244936037123731457,Neutral
1221882848489152516,Neutral
1221812121740218368,Neutral
1223395995142311937,Neutral
1242871445585375238,Neutral
1221883858964094976,Positive
1223397185552814080,Neutral
1253258206127837186,Neutral
1244962032081870849,Neutral
1223397094049841152,Negative
1221896173642043392,Neutral
1143433369474293760,Neutral
1145721594544885761,Positive
1221883119898447872,Neutral
1156105502453063680,Neutral
1080418443306897410,Positive
1235201856483348480,Neutral
1145659520007450624,Neutral
1251451279919980544,Neutral
1223397432073105408,Neutral
1221881824038785024,Positive
1221883257261826048,Neutral
1221780702204780544,Neutral
1220008554972819465,Negative
1221884176875556867,Positive
1143549028745039872,Neutral
1080532300063014912,Negative
1242838434550611968,Neutral
1245288807399919616,Neutral
1221883293311930369,Negative
1143577092778577923,Neutral
1221788334575489024,Positive
1221879645429100544,Neutral
1235284714006736897,Neutral
1242869976635256832,Neutral
1242880735117283329,Neutral
1221776045101154304,Neutral
1143466773074927616,Neutral
1114148369667117057,Neutral
1080397300021612544,Neutral
1080100918736101381,Positive
1221777993854521344,Neutral
1221881635777523712,Positive
1242865325768613888,Neutral
1143389304942735360,Neutral
1221782604757729280,Positive
1221791790031949827,Neutral
1221560973921804288,Neutral
1153696720582324224,Neutral
1080370972971143169,Neutral
1143355536060145664,Neutral
1221811904248786944,Neutral
1245168116797181952,Neutral
1143291317692370944,Positive
1208786282580729861,Neutral
1172934058114015233,Neutral
1233549967014400003,Neutral
1242897861106425856,Neutral
1144970328310976512,Neutral
1253299402967584768,Neutral
1221776332130078722,Neutral
1240667227734581248,Positive
1223398828084166659,Neutral
1221883522648100864,Neutral
1219957689998086144,Neutral
1080107900348043265,Positive
1223397257225162752,Negative
1143531422885400577,Positive
1251874517934379009,Neutral
1226417604727721985,Positive
1221787948271722499,Neutral
1145540921825681414,Positive
1223398494926405632,Negative
1248054184961867777,Negative
1221777226296852480,Neutral
1202749463019831296,Positive
1088070702031360002,Neutral
1245311307013816320,Negative
1245270688421818369,Neutral
1229146678139199490,Neutral
1221777668850495488,Positive
1080359573519851520,Negative
1223396301515128835,Neutral
1251946195976675328,Neutral
1221574933924515841,Positive
1113466872882708482,Neutral
1254448247776727040,Neutral
1080344426092867585,Negative
1221858806621032449,Neutral
1245069101661392901,Neutral
1248049522334478336,Negative
1214751553585926144,Neutral
1252288742259294214,Negative
1151175194586812417,Neutral
1143211578378137601,Neutral
1145569486352932865,Neutral
1221787334846402560,Neutral
1145692147531878401,Positive
1221802969961783296,Neutral
1221735374369759232,Neutral
1226406978202804230,Neutral
1146039217723707392,Negative
1233856257271959552,Neutral
1143544943975239680,Neutral
1241747157520171008,Neutral
1251686310617722885,Neutral
1252287967898619904,Neutral
1254178912374005760,Neutral
1251531580495081474,Neutral
1243308797789159426,Neutral
1221788368184512513,Neutral
1250336549431992322,Neutral
1221784148517564416,Neutral
1080079526338666496,Negative
1183080714675376130,Neutral
1245245282041937926,Neutral
1221839929153593345,Neutral
1158407315177054209,Negative
1223398514920689670,Neutral
1252962941554634753,Neutral
1221881170218180608,Neutral
1143241558302633986,Neutral
1245305458924998656,Neutral
1145272018696359937,Neutral
1244673167689424898,Neutral
1180168892498489345,Negative
1223395605566894080,Neutral
1224024964258463744,Neutral
1221881592660008962,Neutral
1143346959702511616,Neutral
1221803378210156545,Positive
1227323727995527169,Neutral
1113611416232255489,Neutral
1232555586266521600,Neutral
1253959522613440513,Neutral
1245276808645193728,Neutral
1223396110288531457,Neutral
1080090157271928832,Neutral
1221881361402863617,Neutral
1223396669229797377,Neutral
1221880465172434945,Neutral
1254549801477312512,Neutral
1221780533446922241,Neutral
1227451167199911937,Positive
1221825184098897920,Neutral
1252650909315878912,Neutral
1242887317150470145,Positive
1221780526001983489,Neutral
1223320967126093824,Positive
1221839259918917633,Positive
1220671990945722368,Neutral
1080528594101784576,Neutral
1212210144316198912,Neutral
1146056802376638464,Neutral
1221854082404700162,Neutral
1146169046339063808,Positive
1172963257910550528,Neutral
1245236937478344704,Neutral
1221881648473681922,Neutral
1221789811092131840,Neutral
1221881172910845952,Positive
1251968435279605762,Neutral
1221881705511997440,Positive
1240417316283744262,Negative
1254226792170303491,Neutral
1145641409501958144,Positive
1221783698779136000,Neutral
1221804832799043590,Neutral
1145043677896740864,Negative
1084543718575783936,Neutral
1202962643708977155,Positive
1080296371087966213,Positive
1221884445151637507,Neutral
1148030156176596994,Positive
1125683816163627008,Neutral
1143267366425505794,Negative
1224748810842320897,Neutral
1182289460605706240,Neutral
1221762959711653888,Positive
1148000161853059073,Positive
1221803206075875328,Neutral
1221413978494132224,Neutral
1242879112030666753,Negative
1214985586752315392,Neutral
1147237877794922496,Negative
1223397838207569920,Neutral
1080346139281506304,Neutral
1234511225033285634,Neutral
1146523857853046785,Negative
1245233776810242048,Neutral
1185311851422322688,Neutral
1080200223769743365,Negative
1221901685636902913,Neutral
1223398030679953408,Neutral
1080549886565724161,Neutral
1132218949758783489,Neutral
1146517672055771136,Neutral
1245145261820837890,Neutral
1221790420230987776,Neutral
1145738489817968640,Neutral
1243455654385377281,Neutral
1223397774735159296,Neutral
1080306480065196033,Positive
1221880351020212224,Neutral
1080442073025835008,Neutral
1080285987211829250,Positive
1251762103721103360,Neutral
1251492837750865920,Neutral
1146171872553373702,Positive
1221767096494895104,Positive
1225048993622888448,Negative
1245283720233443329,Neutral
1242853821585461248,Neutral
1248048493014499329,Neutral
1223397331720118273,Positive
1252917179504304129,Neutral
1223397175192883202,Positive
1223398068311265288,Negative
1221787623842369536,Negative
1245297703292211201,Neutral
1226428467002122240,Positive
1253021933777666048,Neutral
1223396529748238336,Neutral
1113510263658098688,Neutral
1183082663453843457,Positive
1145484491164672000,Positive
1084542466248847360,Negative
1132140527036575744,Neutral
1146397922700988417,Neutral
1221882993905741825,Neutral
1145482347560742915,Negative
1243445479452655616,Neutral
1223397724353187840,Neutral
1254031915377741827,Neutral
1147089990645690371,Positive
1221780878193500165,Positive
1242768960753459201,Negative
1227691438206521349,Positive
1222897677819469827,Neutral
1245221217616920578,Negative
1080217963033255936,Neutral
1221782354030682112,Neutral
1254558579346100224,Neutral
1215200123002724352,Neutral
1080508779991572481,Neutral
1253866153103015938,Neutral
1145666612420403201,Negative
1252323371846635523,Neutral
1255411443350069248,Neutral
1144970816351870979,Neutral
1225873252888784896,Neutral
1183137967763841026,Neutral
1245309800650596352,Neutral
1223442690634850304,Negative
1145512245796978688,Negative
1245199876746555392,Neutral
1254095156908883970,Neutral
1221781372823658498,Positive
1143230374337753093,Neutral
1245213805560442881,Neutral
1251249547776581635,Neutral
1223485966213578752,Neutral
1183101633363873792,Neutral
1223311950584655874,Neutral
1223396145080295424,Positive
1080384408740392960,Neutral
1252987493391228928,Neutral
1245268516162412546,Neutral
1221881925100548102,Positive
1255221553035436033,Negative
1251193740619919363,Neutral
1251970012937674754,Neutral
1080402237636202496,Neutral
1226427249303445508,Negative
1080187822588477441,Neutral
1245249630528552961,Neutral
1221881974291402752,Neutral
1242868772890980353,Neutral
1155877974467592192,Positive
1221822958555009025,Neutral
1080539545727365122,Neutral
1242913079098294272,Neutral
1146388119861846017,Positive
1252851341841457153,Neutral
1232695036816523266,Neutral
1226431171527049217,Neutral
1080404410394689536,Neutral
1248051340993060864,Neutral
1146040410982297611,Negative
1223396358377234433,Neutral
1221780939778510848,Neutral
1143254673366945792,Negative
1221883980431142919,Neutral
1223397889625464832,Neutral
1251410302404526086,Neutral
1221898358693998592,Neutral
1240346029830164480,Neutral
1221953694352248832,Neutral
1223397255245418498,Neutral
1080336442751176706,Positive
1226428609637834752,Positive
1221783797106139137,Neutral
1252398267603644417,Neutral
1248053645733695493,Negative
1221789314440400896,Neutral
1245308641365970945,Neutral
1145726752876040193,Neutral
1234937927773442049,Neutral
1252192750180749312,Neutral
1143449046637584384,Neutral
1084544646313897984,Neutral
1143549713007960065,Neutral
1221881870700380160,Neutral
1242866848326189056,Neutral
1221742176247451648,Neutral
1153268369870807045,Positive
1221882428018642944,Positive
1245229907908714503,Neutral
1221788271082196997,Neutral
1223850091141914634,Neutral
1253014294612058118,Negative
1143337551169773569,Neutral
1143316249910403072,Negative
1221789462423855106,Negative
1221789943015596033,Neutral
1147287202046652417,Negative
1223398301011193856,Positive
1146659022168371200,Neutral
1254276611383451649,Neutral
1147562080658165761,Neutral
1080347731737104384,Neutral
1183164083631202306,Negative
1223396232959352833,Positive
1250790512652664838,Neutral
1080241755545579520,Negative
1242838794145075200,Positive
1253375842509602816,Positive
1101059854343516160,Neutral
1253324677709103105,Neutral
1221784039553675264,Neutral
1234934766757122054,Neutral
1221740432134234112,Neutral
1223396454628196352,Negative
1235566809836859393,Neutral
1254779982619897856,Neutral
1221785060875083778,Neutral
1221884326767398913,Positive
1253232088221921281,Negative
1206228712657707008,Neutral
1245200113590571008,Neutral
1236601780332572672,Neutral
1248044386795106305,Neutral
1221780079317016581,Neutral
1223397786219098112,Negative
1080516060187639808,Neutral
1220864887737458688,Positive
1221882815731707908,Neutral
1221882628271415296,Negative
1245232091027161093,Neutral
1221882599892713474,Neutral
1080294090342916096,Positive
1222986170419896320,Neutral
1241749972569260032,Neutral
1245233828450439168,Negative
1242883839770480640,Positive
1221894317645664268,Neutral
1183132638011445248,Neutral
1223396445753159680,Positive
1223398101253312513,Neutral
1229718859529302018,Neutral
1221776950223609856,Positive
1221780964852097025,Neutral
1251786221149396996,Neutral
1253694859065647111,Neutral
1090215680547479552,Positive
